genres,homepage,id,keywords,overview,popularity,revenue,title,vote_average,vote_count,photo_id
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",https://www.imdb.com/title/tt0120815/,857,"[{""id"": 1327, ""name"": ""war crimes""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1543, ""name"": ""war veteran""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2770, ""name"": ""war ship""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 4299, ""name"": ""normandy""}, {""id"": 4300, ""name"": ""parachute""}, {""id"": 4302, ""name"": ""troops""}, {""id"": 4303, ""name"": ""waffen ss""}, {""id"": 4304, ""name"": ""omaha beach""}, {""id"": 6092, ""name"": ""army""}, {""id"": 7956, ""name"": ""cowardice""}, {""id"": 11108, ""name"": ""american flag""}, {""id"": 11111, ""name"": ""war memorial""}, {""id"": 11371, ""name"": ""deserted town""}, {""id"": 162365, ""name"": ""military""}, {""id"": 207883, ""name"": ""1940s""}]","As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",76.041867,481840909,Saving Private Ryan,7.9,5048,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/Saving_Private_Ryan.jpg?alt=media&token=1b196adb-b0f1-4ae6-8c8c-0d9288818fcb
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",http://unchainedmovie.com/,68718,"[{""id"": 801, ""name"": ""bounty hunter""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 3136, ""name"": ""plantation""}, {""id"": 3679, ""name"": ""society""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 15017, ""name"": ""danger""}, {""id"": 33780, ""name"": ""dentist""}, {""id"": 160324, ""name"": ""django""}, {""id"": 163129, ""name"": ""dual role""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 187376, ""name"": ""odd couple""}, {""id"": 188772, ""name"": ""black slave""}, {""id"": 202703, ""name"": ""deadly""}, {""id"": 206687, ""name"": ""chases and races""}, {""id"": 207928, ""name"": ""19th century""}]","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",82.121691,425368238,Django Unchained,7.8,10099,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/Django_Unchained.jpg?alt=media&token=60f6d8f0-7321-4d4b-a2cf-f23ce966e54e
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.shutterisland.com/,11324,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2041, ""name"": ""island""}, {""id"": 2215, ""name"": ""hurricane""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 10323, ""name"": ""psychiatric hospital""}, {""id"": 11207, ""name"": ""u.s. marshal""}, {""id"": 11208, ""name"": ""conspiracy theory""}, {""id"": 208611, ""name"": ""1950s""}]","World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",81.914696,294804195,Shutter Island,7.8,6336,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/Shutter_Island.jpg?alt=media&token=c9bf2893-ac8a-46c5-9146-f7ce7bcc474f
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",https://www.imdb.com/title/tt0110912/,680,"[{""id"": 396, ""name"": ""transporter""}, {""id"": 1411, ""name"": ""brothel""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 4076, ""name"": ""massage""}, {""id"": 8627, ""name"": ""stolen money""}, {""id"": 9730, ""name"": ""crime boss""}, {""id"": 10104, ""name"": ""dance contest""}, {""id"": 11242, ""name"": ""junkyard""}, {""id"": 11423, ""name"": ""kamikaze""}, {""id"": 11434, ""name"": ""ambiguous ending""}, {""id"": 11435, ""name"": ""briefcase""}, {""id"": 11436, ""name"": ""redemption""}, {""id"": 11442, ""name"": ""heirloom""}, {""id"": 11446, ""name"": ""pulp fiction""}, {""id"": 11447, ""name"": ""reference to al green""}, {""id"": 14604, ""name"": ""theft""}, {""id"": 14707, ""name"": ""brutality""}]","A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",121.463076,213928762,Pulp Fiction,8.3,8428,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/Pulp_Fiction.jpg?alt=media&token=11c954bf-3d9a-419c-ae53-ffbc373964ce
"[{""id"": 18, ""name"": ""Drama""}]",http://sonyclassics.com/whiplash/,244786,"[{""id"": 1416, ""name"": ""jazz""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1640, ""name"": ""conservatory""}, {""id"": 2176, ""name"": ""music teacher""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 33896, ""name"": ""montage""}, {""id"": 156823, ""name"": ""drummer""}, {""id"": 170418, ""name"": ""public humiliation""}, {""id"": 176095, ""name"": ""jazz band""}, {""id"": 206298, ""name"": ""young adult""}, {""id"": 207739, ""name"": ""music school""}]","Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",192.528841,13092000,Whiplash,8.3,4254,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/Whiplash.jpg?alt=media&token=5b23ace6-95a3-4591-a1ed-7ac991fa2cb3
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.theamazingspiderman.com,102382,"[{""id"": 1523, ""name"": ""obsession""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 13040, ""name"": ""electrocution""}, {""id"": 33977, ""name"": ""medical experiment""}, {""id"": 41594, ""name"": ""electricity""}, {""id"": 163455, ""name"": ""super powers""}]","For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",89.270217,705717432,The Amazing Spider-Man 2,6.5,4179,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/Amazing_Spiderman_2.jpg?alt=media&token=48679e30-9df0-489c-b88c-e5b24082cfe0
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",https://www.imdb.com/title/tt0790636/,152532,"[{""id"": 515, ""name"": ""women""}, {""id"": 740, ""name"": ""aids""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9766, ""name"": ""hiv""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 208289, ""name"": ""1980s""}]","Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",59.454473,55198285,Dallas Buyers Club,7.9,2886,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/Dallas_buyers_club.jpg?alt=media&token=70abb94b-195d-4496-9c50-ac4368a11682
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.thewolfofwallstreet.com/,106646,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 572, ""name"": ""sex""}, {""id"": 738, ""name"": ""sexuality""}, {""id"": 974, ""name"": ""bank""}, {""id"": 3923, ""name"": ""humor""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5636, ""name"": ""wall street""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 6974, ""name"": ""rise and fall""}, {""id"": 10631, ""name"": ""stockbroker""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 179018, ""name"": ""stock broker""}]","A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",95.007934,392000694,The Wolf of Wall Street,7.9,6571,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/The_Wolf_of_the_wallstreet.jpg?alt=media&token=f1d81a0d-e1da-4aca-b720-0cd2b185aaaa
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",https://www.imdb.com/title/tt1028532/,28178,"[{""id"": 907, ""name"": ""japanese""}, {""id"": 1797, ""name"": ""loyalty""}, {""id"": 2526, ""name"": ""human animal relationship""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 163098, ""name"": ""newspaper reporter""}, {""id"": 192555, ""name"": ""family dog""}, {""id"": 206863, ""name"": ""waiting""}]",A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,43.217089,47801389,Hachi: A Dog's Tale,7.7,1717,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/Hatchiko.jpg?alt=media&token=1f8b6dee-568f-4aca-b5ee-78fda8e7f15f
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://perks-of-being-a-wallflower.com/,84892,"[{""id"": 367, ""name"": ""shyness""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 2398, ""name"": ""narration""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 10519, ""name"": ""freshman""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 18068, ""name"": ""teenage boy""}, {""id"": 33910, ""name"": ""high school student""}, {""id"": 157303, ""name"": ""first love""}, {""id"": 158199, ""name"": ""aunt nephew relationship""}, {""id"": 158968, ""name"": ""gay lead character""}, {""id"": 160500, ""name"": ""santa hat""}, {""id"": 163037, ""name"": ""lgbt teen""}, {""id"": 180861, ""name"": ""aunt nephew incest""}, {""id"": 223438, ""name"": ""based on young adult novel""}]","A coming-of-age story based on the best-selling novel by Stephen Chbosky, which follows 15-year-old freshman Charlie, an endearing and naive outsider who is taken under the wings of two seniors. A moving tale of love, loss, fear and hope - and the unforgettable friends that help us through life.",43.444135,33400000,The Perks of Being a Wallflower,7.7,2968,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/The_perks_of_being_a_wallflower.jpg?alt=media&token=96e0ace5-d4c1-447f-ab71-41f65e25b7fc
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.mynameiskhanthefilm.com/,26022,"[{""id"": 10540, ""name"": ""bollywood""}]","Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.",14.719886,42345360,My Name Is Khan,7.7,232,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/My_Name_is_Khan.jpg?alt=media&token=647d6256-a385-4698-b28e-64436852c43d
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",https://www.imdb.com/title/tt0246578/,141,"[{""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 5674, ""name"": ""school presentation""}, {""id"": 7358, ""name"": ""school performance""}, {""id"": 10532, ""name"": ""suburbia""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 11011, ""name"": ""morality""}, {""id"": 13130, ""name"": ""teenager""}]","After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",61.210016,1270522,Donnie Darko,7.7,3452,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/Donnie_Darko.jpg?alt=media&token=06ccb760-bea0-4fe0-8697-8a27844db01e
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",http://www.gonegirlmovie.com/,210577,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 10941, ""name"": ""disappearance""}, {""id"": 11513, ""name"": ""cheating husband""}, {""id"": 156091, ""name"": ""missing person""}, {""id"": 169962, ""name"": ""search party""}, {""id"": 191199, ""name"": ""criminal lawyer""}, {""id"": 199073, ""name"": ""wife murder""}, {""id"": 207431, ""name"": ""murder suspect""}, {""id"": 222665, ""name"": ""missing wife""}]","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",143.041543,369330363,Gone Girl,7.9,5862,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/Gone_Girl.jpg?alt=media&token=b243dcfc-6b3f-4a6b-b4fe-2bf1e944dc5c
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",http://www.kevinhartlaughatmypain.com/,74510,"[{""id"": 9716, ""name"": ""stand-up comedy""}]",Experience the show that quickly became a national phenomenon. Get an up-close and personal look at Kevin Hart back in Philly where he began his journey to become one of the funniest comedians of all time. You will laugh 'til it hurts!,5.498834,0,Kevin Hart: Laugh at My Pain,7.7,43,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/Laugh_at_my_pain.jpg?alt=media&token=0522fd32-0d30-4bad-a50f-dadc051dc65a
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",http://disney.go.com/disneypictures/up/,14160,"[{""id"": 965, ""name"": ""age difference""}, {""id"": 1291, ""name"": ""central and south america""}, {""id"": 9903, ""name"": ""balloon""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 175715, ""name"": ""floating in the air""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 221536, ""name"": ""exploring""}]","Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",92.201962,735099082,Up,7.7,6870,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/Up.jpg?alt=media&token=a9957a4e-2c6e-4596-a2d9-ff8857612003
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",https://www.imdb.com/title/tt0103064/,280,"[{""id"": 679, ""name"": ""cyborg""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 11426, ""name"": ""moral ambiguity""}, {""id"": 11857, ""name"": ""mental institution""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14946, ""name"": ""fictional war""}, {""id"": 160131, ""name"": ""morphing""}, {""id"": 160381, ""name"": ""nuclear weapons""}, {""id"": 162532, ""name"": ""shape shifter""}, {""id"": 175468, ""name"": ""savior""}, {""id"": 175472, ""name"": ""catch phrase""}]","Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",101.74155,520000000,Terminator 2: Judgment Day,7.7,4185,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/terminator_2.jpg?alt=media&token=6e522f1d-85f5-40d6-b892-3e50e174f45e
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.abeautifulmind.com/,453,"[{""id"": 30, ""name"": ""individual""}, {""id"": 222, ""name"": ""schizophrenia""}, {""id"": 1700, ""name"": ""massachusetts""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 2303, ""name"": ""mathematician""}, {""id"": 2304, ""name"": ""market economy""}, {""id"": 2305, ""name"": ""economic theory""}, {""id"": 2307, ""name"": ""princeton university""}, {""id"": 2309, ""name"": ""nobel prize""}, {""id"": 2461, ""name"": ""mathematical theorem""}, {""id"": 2462, ""name"": ""m.i.t.""}, {""id"": 6009, ""name"": ""mathematics""}, {""id"": 6262, ""name"": ""delusion""}]","At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",59.248437,313542341,A Beautiful Mind,7.7,3009,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/A_beautiful_mind.jpg?alt=media&token=4e88c0a0-bdf3-4b66-8157-a078baad6f5c
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.eternalsunshine.com,38,"[{""id"": 563, ""name"": ""deja vu""}, {""id"": 802, ""name"": ""regret""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1604, ""name"": ""operation""}, {""id"": 5625, ""name"": ""relationship problems""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10937, ""name"": ""memory""}, {""id"": 12400, ""name"": ""brainwashing""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 34265, ""name"": ""heartbreak""}, {""id"": 157171, ""name"": ""nonlinear timeline""}, {""id"": 204374, ""name"": ""love story""}, {""id"": 224279, ""name"": ""bittersweet""}]","Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",56.481487,72258126,Eternal Sunshine of the Spotless Mind,7.9,3652,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/Eternal_Sunshine.jpg?alt=media&token=6f4e5fb7-bfbd-479c-abac-e8d9c12bd394
"[{""id"": 18, ""name"": ""Drama""}]",http://www.sonypictures.com/homevideo/thepursuitofhappyness/,1402,"[{""id"": 582, ""name"": ""san francisco""}, {""id"": 641, ""name"": ""single parent""}, {""id"": 960, ""name"": ""homeless person""}, {""id"": 992, ""name"": ""bus""}, {""id"": 2346, ""name"": ""worker""}, {""id"": 2981, ""name"": ""homelessness""}, {""id"": 3640, ""name"": ""work""}, {""id"": 4636, ""name"": ""church service""}, {""id"": 4671, ""name"": ""bad luck""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 10332, ""name"": ""salesman""}, {""id"": 10631, ""name"": ""stockbroker""}]","The true story of Christopher Gardner, who invests heavily in a device known as a 'Bone Density Scanner', only to find himself struggle to sell the product as it's just marginally better than the current technology, and much more expensive. His wife leaves him,  he loses his house, bank account and credit cards and, now forced to live out in the streets with his young son,  he's desperate to find a steady job. He takes on a job as a stockbroker but, before he can receive pay, he needs to go through 6 months of training, and must sell his devices.",80.581367,307077295,The Pursuit of Happyness,7.7,2525,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/the_pursuit_of_happyness.jpg?alt=media&token=3a89b527-89a8-418b-a26e-ed516de51721
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",https://www.facebook.com/CatchMeIfYouCanMovie,640,"[{""id"": 3202, ""name"": ""con man""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 172889, ""name"": ""overhead camera shot""}, {""id"": 177465, ""name"": ""attempted jailbreak""}, {""id"": 177473, ""name"": ""engagement party""}, {""id"": 177482, ""name"": ""mislaid trust""}, {""id"": 214810, ""name"": ""bank fraud""}, {""id"": 231069, ""name"": ""inspired by a true story""}]","A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",73.944049,352114312,Catch Me If You Can,7.7,3795,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/Catch_Me_If_you_can.jpg?alt=media&token=9a2e79af-0a7c-45a9-ac02-38aea8b6c7d4
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]",http://vforvendetta.warnerbros.com/,752,"[{""id"": 703, ""name"": ""detective""}, {""id"": 716, ""name"": ""vatican""}, {""id"": 1755, ""name"": ""fascism""}, {""id"": 3099, ""name"": ""satanism""}, {""id"": 3603, ""name"": ""fascist""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6086, ""name"": ""government""}, {""id"": 7525, ""name"": ""chancellor""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 11476, ""name"": ""personification of satan""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 158449, ""name"": ""hatred""}, {""id"": 158456, ""name"": ""masked vigilante""}, {""id"": 161207, ""name"": ""catholicism""}, {""id"": 172391, ""name"": ""catholic priest""}, {""id"": 175949, ""name"": ""catholic guilt""}, {""id"": 189995, ""name"": ""jesuit""}, {""id"": 198331, ""name"": ""vengeful spirit""}, {""id"": 208647, ""name"": ""activist""}, {""id"": 208725, ""name"": ""irish catholic""}, {""id"": 214978, ""name"": ""vengeful""}, {""id"": 220888, ""name"": ""jesuit priest""}, {""id"": 221385, ""name"": ""gnosticism""}, {""id"": 221387, ""name"": ""occultism""}]","In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",84.630969,132511035,V for Vendetta,7.7,4442,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/V_for_Vendetta.jpg?alt=media&token=b6f935c4-dca6-4c42-bf1b-0c010a96523e
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",https://www.imdb.com/title/tt0167404/,745,"[{""id"": 516, ""name"": ""child abuse""}, {""id"": 1335, ""name"": ""sense of guilt""}, {""id"": 1452, ""name"": ""loss of child""}, {""id"": 2246, ""name"": ""confidence""}, {""id"": 2800, ""name"": ""psychology""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 9457, ""name"": ""single""}, {""id"": 11627, ""name"": ""paranormal phenomena""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 208349, ""name"": ""child""}, {""id"": 210530, ""name"": ""spiritism""}]","A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",73.085576,672806292,The Sixth Sense,7.7,3147,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/The_sixth_sense.jpg?alt=media&token=d1baf164-4633-4ace-a42b-58d140cfdfbc
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",http://marvel.com/guardians,118340,"[{""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 12405, ""name"": ""outer space""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 175428, ""name"": ""adventurer""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}]","Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",481.098624,773328629,Guardians of the Galaxy,7.9,9742,https://firebasestorage.googleapis.com/v0/b/treecom-a433e.appspot.com/o/guardians_of_the_galaxy.jpg?alt=media&token=59eea916-a49f-4efa-a4fb-1f906b59c1a9
